"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2000-264216","特願平11-072743","1999/03/17","2000/09/26","無人搬送車","シンフォニアテクノロジー株式会社","B62B3/04@C","特開2000-264216","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-264216/11/ja"
"特開2000-263382","特願平11-070201","1999/03/16","2000/09/26","無人搬送車及び物品搬送システム","株式会社デンソー","B23Q41/02@A,B25J5/00@E,B25J13/08@A,B65G1/00,501@C,G05D1/02@Y,H01L21/68@A,G05D1/24,G05D1/242,G05D1/43,G05D1/60,G05D1/644,G05D1/646,G05D1/667,G05D1/672,G05D1/689,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:63","特開2000-263382","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-263382/11/ja"
"特許3091912","特願平11-128332","1999/05/10","2000/09/25","無人搬送車のリフト装置","日本車輌製造株式会社","B61B13/00@A,B61D47/00@A,B62B3/06@Z,B65G1/00,501@C,B65G47/52,101@A,B66F7/20@A,B66F9/08@B,B66F9/24@A","特開2000-318993","","特許3091912","","","特許 消滅","存続期間満了による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-3091912/15/ja"
"特開2000-258444","特願平11-058243","1999/03/05","2000/09/22","無人搬送車両","三菱重工業株式会社","G01P3/42@K,G05D1/02@R,G05D1/24,G05D1/245,G05D1/43,G05D1/60,G05D1/617,G05D1/80,G05D1/86,G05D1/87,G05D107:00,G05D107:20,G05D111:00,G05D111:60,G05D111:67","特開2000-258444","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-258444/11/ja"
"特開2000-250628","特願平11-051916","1999/02/26","2000/09/14","無人搬送車の走行制御方法","パナソニック株式会社","B61B13/00@V,G05D1/02@S,G05D1/225,G05D1/229,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/639,G05D1/644,G05D1/646,G05D1/693,G05D1/80,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:30","特開2000-250628","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-250628/11/ja"
"特開2000-250627","特願平11-051400","1999/02/26","2000/09/14","無人搬送車の走行制御方法","パナソニック株式会社","B61B13/00@V,G05D1/02@S,G05D1/225,G05D1/229,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/639,G05D1/644,G05D1/646,G05D1/693,G05D1/80,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:30","特開2000-250627","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-250627/11/ja"
"特開2000-250626","特願2000-047982","2000/02/24","2000/09/14","無人搬送車の位置補正方法及び位置補正装置","三星電子株式会社","B61B13/00@A,G05D1/02@K,G05D1/02@Q,G05D1/24,G05D1/242,G05D1/243,G05D1/248,G05D1/43,G05D1/60,G05D1/611,G05D1/644,G05D1/646,G05D1/672,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:60,G05D111:63","特開2000-250626","","特許3442335","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-250626/11/ja"
"特開2000-238636","特願平11-045066","1999/02/23","2000/09/05","無人搬送車","ニチユ三菱フォークリフト株式会社","B61B13/00@A,B61D47/00@A,B65G47/52,101@A","特開2000-238636","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-238636/11/ja"
"特開2000-235415","特願平11-035753","1999/02/15","2000/08/29","無人搬送車による搬送システム","シャープ株式会社","B65G1/00,501@C,G05D1/02@P,G05D1/43,G05D1/646,G05D1/69,G05D1/698,G05D107:00,G05D107:20,G05D107:40","特開2000-235415","","特許3373447","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-235415/11/ja"
"特開2000-214928","特願平11-014973","1999/01/22","2000/08/04","無人搬送車","シンフォニアテクノロジー株式会社","B65G1/00,501@C,G05D1/02@S,G05D1/224,G05D1/225,G05D1/229,G05D1/24,G05D1/241,G05D1/242,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/646,G05D1/80,G05D105:00,G05D105:20,G05D107:00,G05D107:17,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:60,G05D111:63,G05D111:67","特開2000-214928","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-214928/11/ja"
"特開2000-213936","特願平11-019464","1999/01/28","2000/08/04","無人搬送車位置検出方式","株式会社明電舎","G01C15/00@A,G01C15/00,101,G01S5/16,G01S17/42,G05D1/02@E,G05D1/02@J,G05D1/24,G05D1/243,G05D1/244,G05D1/245,G05D1/43,G05D1/60,G05D1/648,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:10,G05D111:50","特開2000-213936","","特許3997639","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-213936/11/ja"
"特開2000-211897","特願平11-012835","1999/01/21","2000/08/02","無人搬送車のリフター機構","愛知機械工業株式会社","B62B3/06@Z,B65G7/02@Z,B66F7/28@A","特開2000-211897","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-211897/11/ja"
"特開2000-211523","特願平11-012833","1999/01/21","2000/08/02","無人搬送車のリフター機構","愛知機械工業株式会社","B61B13/00@A,B61D47/00@A,B62B3/06@B","特開2000-211523","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-211523/11/ja"
"特開2000-211500","特願平11-016681","1999/01/26","2000/08/02","無人搬送車の走行制御装置","日立機電工業株式会社","B61B13/00@A,B61B13/00@V,B65G49/00","特開2000-211500","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-211500/11/ja"
"特開2000-209705","特願平11-007009","1999/01/13","2000/07/28","無人搬送車システム","シンフォニアテクノロジー株式会社","B60L9/18@S,B60L11/18@C,G05D1/02@X,G05D1/02@Z,H02P7/74@G,H02P5/54,H02P5/74,G05D1/24,G05D1/245,G05D1/43,G05D1/60,G05D1/646,G05D1/65,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00","特開2000-209705","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-209705/11/ja"
"特開2000-194418","特願平10-368998","1998/12/25","2000/07/14","無人搬送車の位置補正システム","村田機械株式会社","B65G1/00,501@C,G05D1/02@T,G05D1/24,G05D1/242,G05D1/245,G05D1/43,G05D1/435,G05D1/60,G05D1/656,G05D1/69,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:50,G05D111:63","特開2000-194418","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-194418/11/ja"
"特開2000-184512","特願平10-358635","1998/12/17","2000/06/30","無人搬送車用バッテリーの充電装置","村田機械株式会社","B60K1/04@Z,B60L11/18@C,H01M10/46","特開2000-184512","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-184512/11/ja"
"特開2000-172339","特願平10-342911","1998/12/02","2000/06/23","無人搬送車の充電制御方法","シャープ株式会社","B60L3/00@S,G05D1/02@Z,G05D1/225,G05D1/229,G05D1/43,G05D1/60,G05D1/646,G05D1/661,G05D1/698,G05D1/80,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:30","特開2000-172339","","特許3372217","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-172339/11/ja"
"特開2000-163126","特願平10-336142","1998/11/26","2000/06/16","無人搬送車制御システム","シャープ株式会社,日立機電工業株式会社","B65G1/00,501@C,G05D1/02@P,G05D1/228,G05D1/229,G05D1/43,G05D1/60,G05D1/646,G05D1/69,G05D1/698,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:30","特開2000-163126","","特許3323821","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-163126/11/ja"
"特開2000-148247","特願平10-324672","1998/11/16","2000/05/26","３輪操舵無人搬送車","ニチユ三菱フォークリフト株式会社","B61B13/00@V,B62D6/00,B62D7/14@Z,B62D7/15@D,B62D7/15@E,B66F9/24@A,B66F9/24@Z,G05D1/02@W,G05D1/24,G05D1/43,G05D1/60,G05D1/646,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:60","特開2000-148247","","特許3361280","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-148247/11/ja"
"特開2000-148246","特願平10-323816","1998/11/13","2000/05/26","無人搬送車","日本たばこ産業株式会社","G01S17/88@A,G01S17/93,G05D1/02@S,G01S17/931,G05D1/24,G05D1/242,G05D1/43,G05D1/60,G05D1/617,G05D1/622,G05D1/633,G05D1/646,G05D1/693,G05D1/80,G05D105:00,G05D105:20,G05D107:00,G05D107:17,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:60,G05D111:63,G05D111:67","特開2000-148246","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-148246/11/ja"
"特開2000-148244","特願平10-323817","1998/11/13","2000/05/26","無人搬送車","日本たばこ産業株式会社","G05D1/02@S,G05D1/24,G05D1/242,G05D1/43,G05D1/60,G05D1/622,G05D1/646,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:60,G05D111:63,G05D111:67","特開2000-148244","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-148244/11/ja"
"特開2000-132233","特願平10-306908","1998/10/28","2000/05/12","無人搬送車","株式会社豊田自動織機","G05D1/02@S,G05D1/225,G05D1/229,G05D1/24,G05D1/242,G05D1/245,G05D1/248,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/646,G05D1/693,G05D1/698,G05D105:00,G05D105:20,G05D107:00,G05D107:17,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:60,G05D111:67","特開2000-132233","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-132233/11/ja"
"特開2000-132231","特願平10-300126","1998/10/21","2000/05/12","無人搬送車のブレーキ解除方法及び無人搬送車","株式会社豊田自動織機","B60T17/20,G05D1/02@R,G05D1/223,G05D1/229,G05D1/24,G05D1/245,G05D1/43,G05D1/60,G05D1/617,G05D1/646,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:30","特開2000-132231","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-132231/11/ja"
"特開2000-125417","特願平10-288060","1998/10/09","2000/04/28","無人搬送車の電源供給制御装置","ニチユ三菱フォークリフト株式会社","B60L3/00@S,B60L11/18@B,G05D1/02@Z,H02J1/00,307@D,G05D1/225,G05D1/229,G05D1/43,G05D1/60,G05D1/65,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:30","特開2000-125417","","特許3538552","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-125417/11/ja"
"特開2000-122723","特願平10-315409","1998/10/19","2000/04/28","無人搬送車","花岡車輌株式会社","G05D1/02@R,G05D1/02@X,G05D1/24,G05D1/241,G05D1/242,G05D1/43,G05D1/60,G05D1/617,G05D1/646,G05D1/80,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00","特開2000-122723","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-122723/11/ja"
"特開2000-122720","特願平10-296627","1998/10/19","2000/04/28","無人搬送車の検品搬送方法","株式会社ＩＨＩ","B65G1/00,501@C,B65G1/137@A,G05D1/02@P,G05D1/225,G05D1/226,G05D1/228,G05D1/229,G05D1/24,G05D1/242,G05D1/245,G05D1/247,G05D1/248,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/644,G05D1/646,G05D1/648,G05D1/69,G05D1/692,G05D1/693,G05D1/698,G05D1/80,G05D1/82,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:70,G05D109:00,G05D109:10,G05D111:00,G05D111:30,G05D111:50,G05D111:63","特開2000-122720","","","拒絶2008-001793","","（出願の）却下・拒絶","拒絶査定の維持","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-122720/11/ja"
"特開2000-118995","特願平10-296630","1998/10/19","2000/04/25","無人搬送車の動作制御方法","株式会社ＩＨＩ","B66F9/24@A,G05D1/02@P,G05D1/225,G05D1/228,G05D1/229,G05D1/24,G05D1/242,G05D1/247,G05D1/248,G05D1/43,G05D1/60,G05D1/648,G05D1/69,G05D1/692,G05D1/698,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:70,G05D109:00,G05D109:10,G05D111:00,G05D111:30","特開2000-118995","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-118995/11/ja"
"特開2000-099147","特願平10-265281","1998/09/18","2000/04/07","無人搬送車システムの操作盤および無人搬送車発進方法","シンフォニアテクノロジー株式会社","B61B13/00@V,G05D1/02@P,G08B3/00,G05D1/228,G05D1/2285,G05D1/229,G05D1/43,G05D1/60,G05D1/646,G05D1/69,G05D1/692,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10","特開2000-099147","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-099147/11/ja"
"特開2000-099145","特願平10-272636","1998/09/28","2000/04/07","無人搬送車位置検出方式","株式会社明電舎","G01C15/00@A,G01C15/00,101,G01S17/42,G05D1/02@E,G05D1/02@J,G05D1/228,G05D1/229,G05D1/24,G05D1/242,G05D1/243,G05D1/244,G05D1/245,G05D1/246,G05D1/248,G05D1/43,G05D1/60,G05D1/646,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:10,G05D111:63","特開2000-099145","","特許3951473","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-099145/11/ja"
"特開2000-097697","特願平10-272637","1998/09/28","2000/04/07","無人搬送車位置検出方式","株式会社明電舎","G01C15/00@A,G01C15/00,101,G01S17/46,G05D1/02@E,G01S17/04,G05D1/24,G05D1/242,G05D1/244,G05D1/43,G05D1/648,G05D107:00,G05D107:20,G05D111:00,G05D111:10,G05D111:63","特開2000-097697","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-097697/11/ja"
"特開2000-085571","特願平10-263398","1998/09/17","2000/03/28","無人搬送車及びその連結・切り離し装置","トヨタ車体株式会社","B61B13/00@A,B61B13/00@S,B61G1/10","特開2000-085571","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-085571/11/ja"
"特開2000-066724","特願平10-234043","1998/08/20","2000/03/03","無人搬送車の走行制御装置","日立機電工業株式会社","G05D1/02@Q,G05D1/225,G05D1/229,G05D1/24,G05D1/242,G05D1/43,G05D1/60,G05D1/611,G05D1/622,G05D1/633,G05D1/646,G05D1/65,G05D1/693,G05D107:00,G05D107:20,G05D111:00,G05D111:63","特開2000-066724","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-066724/11/ja"
"特開2000-059901","特願平10-225509","1998/08/10","2000/02/25","床上走行式無人搬送車の給電装置","日立機電工業株式会社","B60L5/00@B,B60M7/00@X,G05D1/02@Z,G05D1/229,G05D1/43,G05D1/60,G05D1/644,G05D1/646,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10","特開2000-059901","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-059901/11/ja"
"特開2000-056830","特願平10-236574","1998/08/06","2000/02/25","無人搬送車システムと無人搬送車の誘導方法","村田機械株式会社","B65G1/00,501@C,B66F9/24@A,G05D1/02@E,G05D1/228,G05D1/229,G05D1/24,G05D1/242,G05D1/244,G05D1/245,G05D1/43,G05D1/60,G05D105:00,G05D105:20,G05D109:00,G05D111:00,G05D111:10,G05D111:50,G05D111:63","特開2000-056830","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-056830/11/ja"
"特開2000-056829","特願平10-236573","1998/08/06","2000/02/25","無人搬送車システムと無人搬送車の誘導方法","村田機械株式会社","B65G1/00,501@C,B66F9/24@A,G05D1/02@E,G05D1/228,G05D1/229,G05D1/24,G05D1/242,G05D1/244,G05D1/245,G05D1/43,G05D1/60,G05D1/648,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:70,G05D109:00,G05D109:10,G05D111:00,G05D111:10,G05D111:50,G05D111:63","特開2000-056829","","特許3316842","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-056829/11/ja"
"特開2000-056828","特願平10-236572","1998/08/06","2000/02/25","無人搬送車システム","村田機械株式会社","B65G1/00,501@C,B66F9/24@A,G05D1/02@E,G05D1/228,G05D1/229,G05D1/24,G05D1/242,G05D1/244,G05D1/245,G05D1/43,G05D1/60,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:70,G05D109:00,G05D109:10,G05D111:00,G05D111:10,G05D111:50,G05D111:63","特開2000-056828","","特許3316841","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-056828/11/ja"
"特開2000-042951","特願平10-216323","1998/07/30","2000/02/15","無人搬送車","アシスト　テクノロジーズ　ジャパン株式会社","B25J5/00@A,B65G47/52,101@A,H01L21/68@A","特開2000-042951","","特許3972473","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-042951/11/ja"
"特開2000-038291","特願平10-207530","1998/07/23","2000/02/08","無人搬送車","株式会社ダイフク","B66F7/28@L,B66F9/06@A","特開2000-038291","","特許3371951","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-038291/11/ja"
"特開2000-020126","特願平10-183180","1998/06/30","2000/01/21","無人搬送車の衝突防止装置","日立機電工業株式会社","G05D1/02@S,G05D1/24,G05D1/242,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/646,G05D1/65,G05D1/693,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:63","特開2000-020126","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2000-020126/11/ja"
